Date,Week,Trap,Farm,Plant stage,Hemp type,person,Aeolothripidae,Thripidae,Syrphidae,Dolichopodidae,Tachinidae,Asylidae,Tephritoidea,Chloropidae,Agromyzidae,Cicadellidae,Membracidae,Cercopidae,Fulgoridae,Miridae,Aleyrodidae,Aphididae,Psyllidae,Anthocoridae,Nabidae,Chrysomelidae,Curculionidae,Other herb beetles,Coccinellidae,Staphylinidae,Lampyridae,Hym Parasitoids,Formicidae,Hym Pollinators,Other Hym,Chrysopidae,Arachnids,Tetranychidae,Pieridae,Gelechiidae,Other Moths,Noctuidae,Pirallidae,Glacillariidae,Scythrididae,Tineidae,Hesperidae,Other Lepidoptera,Acrididae,Grillidae,Dermaptera
July 08 - July 15,2,1,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,95,6,3,0,0,2,4,2,338,0,6,0,14,26,63,0,0,0,12,1,6,1,0,0,53,0,0,10,0,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0
July 08 - July 15,2,2,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,47,7,5,0,0,2,10,0,204,0,5,0,31,17,59,0,1,0,9,0,9,0,0,0,54,1,0,2,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
July 08 - July 15,2,3,RockSprings_CBD,Vegetative,CBD,Michael Evans,1,45,8,5,0,0,1,9,1,333,0,5,1,7,42,77,0,0,0,12,1,5,0,2,0,59,5,0,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
July 08 - July 15 ,2,4,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,47,2,3,0,0,1,10,0,468,0,14,0,16,22,90,0,0,0,8,2,5,4,0,0,65,1,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
July 15 - July 22,3,1,RockSprings_CBD,Vegetative,CBD,Michael Evans,1,160,6,9,0,0,1,5,2,480,0,5,0,13,32,36,0,1,0,20,0,5,4,0,0,60,2,0,1,0,2,9,1,0,3,0,0,0,0,0,0,0,0,0,0
July 15 - July 22,3,2,RockSprings_CBD,Vegetative,CBD,Michael Evans,1,70,13,7,3,0,3,3,4,268,0,6,0,19,29,33,0,0,0,18,0,5,2,2,0,33,1,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
July 15 - July 22,3,3,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,46,13,4,2,0,2,4,0,344,0,8,0,31,9,25,0,1,0,3,0,4,0,0,0,40,1,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
July 15 - July 22,3,4,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,24,7,1,0,0,0,10,0,743,0,12,0,33,11,44,0,2,0,13,1,1,8,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,4,1,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,58,4,13,0,0,0,1,2,379,0,7,0,13,23,61,0,2,0,15,0,4,2,0,0,54,2,1,1,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,4,2,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,186,1,15,0,0,0,1,2,212,0,6,0,13,18,23,0,1,0,26,0,9,4,0,0,76,0,1,3,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,4,3,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,84,8,6,2,0,0,2,1,342,0,4,0,31,16,27,0,0,0,16,1,2,7,0,0,90,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,4,4,RockSprings_CBD,Vegetative,CBD,Michael Evans,0,57,2,0,0,0,0,2,0,110,0,2,0,8,13,14,0,1,0,9,0,2,0,3,0,33,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,5,1,RockSprings_CBD,Vegetative,CBD,Michael Evans,6,91,2,16,5,0,0,4,2,217,1,1,0,14,24,10,0,3,0,11,0,1,9,0,0,118,0,0,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,5,2,RockSprings_CBD,Vegetative,CBD,Michael Evans,12,62,6,8,4,0,0,2,1,543,0,6,0,8,53,28,0,6,0,10,0,1,6,0,0,122,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,5,3,RockSprings_CBD,Vegetative,CBD,Michael Evans,9,123,0,5,0,0,0,2,1,144,0,9,0,4,15,10,0,2,0,11,0,1,0,0,0,130,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,1,0,0
July 29 - August 3,5,4,RockSprings_CBD,Vegetative,CBD,Michael Evans,9,107,3,6,3,0,2,5,1,300,0,2,0,5,17,19,0,1,0,6,0,2,2,0,0,119,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,6,1,RockSprings_CBD,Flowering,CBD,Michael Evans,40,100,1,1,3,0,2,6,0,92,0,1,0,3,22,12,0,0,0,18,0,1,6,1,0,256,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,6,2,RockSprings_CBD,Flowering,CBD,Michael Evans,17,111,0,3,3,0,1,7,2,140,0,0,0,4,27,29,0,0,0,12,0,3,6,0,0,264,0,0,0,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,6,3,RockSprings_CBD,Flowering,CBD,Michael Evans,35,132,3,8,6,0,0,13,2,485,0,4,0,7,90,132,0,1,0,23,0,2,13,0,0,219,2,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,6,4,RockSprings_CBD,Flowering,CBD,Michael Evans,54,155,8,15,45,0,1,38,5,507,0,7,0,21,119,120,0,5,0,39,0,6,11,0,0,197,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0
August 12 - August 18,7,1,RockSprings_CBD,Flowering,CBD,Michael Evans,4,64,0,7,6,0,0,3,1,42,0,0,0,0,7,1,0,2,0,1,0,0,1,0,0,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August 12 - August 18 ,7,2,RockSprings_CBD,Flowering,CBD,Michael Evans,13,78,2,2,8,0,0,4,0,141,0,0,0,6,28,43,0,2,0,11,0,0,2,2,0,151,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
August 12 - August 18 ,7,3,RockSprings_CBD,Flowering,CBD,Michael Evans,11,61,0,5,0,0,0,9,0,116,0,0,1,0,40,32,0,2,0,19,0,3,3,0,0,148,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
August 12 - August 18 ,7,4,RockSprings_CBD,Flowering,CBD,Michael Evans,12,127,2,21,17,0,0,7,1,214,0,0,0,3,38,22,0,3,0,21,0,0,4,1,0,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,8,1,RockSprings_CBD,Flowering,CBD,Michael Evans,22,100,2,23,45,0,0,22,0,132,0,0,0,3,17,55,0,8,0,7,1,3,8,1,0,232,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,8,3,RockSprings_CBD,Flowering,CBD,Michael Evans,15,87,2,25,22,0,0,10,0,129,0,0,1,9,40,16,0,0,0,21,0,4,13,2,0,162,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,8,4,RockSprings_CBD,Flowering,CBD,Michael Evans,24,117,3,36,31,0,0,17,0,185,0,0,2,2,14,58,0,9,0,14,0,1,3,3,0,114,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 26 - September 2,9,1,RockSprings_CBD,Flowering,CBD,Jorge Jaramillo,6,49,0,8,11,0,0,5,0,96,0,0,0,18,37,10,0,0,0,8,0,3,2,1,0,165,3,5,3,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0
August 26 - September 2,9,2,RockSprings_CBD,Flowering,CBD,Michael Evans,7,48,3,18,50,0,0,38,2,192,0,0,1,3,55,28,0,7,0,9,0,0,4,0,0,127,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
August 26 - September 2,9,3,RockSprings_CBD,Flowering,CBD,Michael Evans,19,86,5,58,50,0,0,79,2,174,0,0,2,9,49,71,0,22,0,3,0,2,12,0,0,264,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
August 26 - September 2,9,4,RockSprings_CBD,Flowering,CBD,Michael Evans,3,27,5,26,10,0,0,21,0,87,1,0,0,16,13,4,0,7,0,4,0,2,7,0,0,182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - September 9 ,10,1,RockSprings_CBD,Flowering,CBD,Michael Evans,0,7,2,0,5,0,0,0,0,1,0,0,0,13,15,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
September 2 - September 9 ,10,2,RockSprings_CBD,Flowering,CBD,Michael Evans,3,25,6,52,37,0,0,15,0,86,0,0,2,2,29,21,0,9,0,3,0,0,1,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - Septembr 9,10,3,RockSprings_CBD,Flowering,CBD,Michael Evans,3,15,7,5,26,0,0,7,0,65,0,0,2,13,41,3,0,2,0,5,0,0,1,2,0,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
September 2 - September 9 ,10,4,RockSprings_CBD,Flowering,CBD,Michael Evans,0,25,0,4,3,0,0,0,0,55,0,0,2,10,46,0,0,2,0,4,0,0,1,0,0,121,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,11,1,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,3,24,1,4,0,0,8,0,28,0,0,0,6,45,15,0,1,0,5,0,1,1,0,0,66,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,11,2,RockSprings_CBD,Post_flowering,CBD,Michael Evans,2,1,16,20,20,0,0,7,0,110,0,0,4,1,29,2,0,9,0,0,0,1,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,11,3,RockSprings_CBD,Post_flowering,CBD,Jorge Jaramillo,0,15,33,6,6,0,0,10,1,83,0,0,0,13,77,24,0,4,0,2,0,1,0,0,0,107,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 9 - September 16,11,4,RockSprings_CBD,Post_flowering,CBD,Jorge Jaramillo,2,12,25,18,13,0,0,36,0,107,0,0,11,1,66,29,3,14,0,1,0,0,1,1,0,95,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 16 - September 23,12,1,RockSprings_CBD,Post_flowering,CBD,Michael Evans,2,18,14,10,18,0,0,20,0,70,0,0,0,1,77,21,0,5,0,1,0,0,0,1,0,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
September 16 - September 23,12,2,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,2,31,2,9,0,0,27,0,36,0,0,0,3,57,12,0,0,0,3,0,1,1,1,0,69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 16 - September 23,12,3,RockSprings_CBD,Post_flowering,CBD,Jorge Jaramillo,0,6,20,8,18,0,1,22,2,33,0,0,1,10,92,96,2,3,0,1,0,2,2,0,0,84,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
September 16 - September 23,12,4,RockSprings_CBD,Post_flowering,CBD,Michael Evans,1,8,17,1,14,0,0,8,0,48,0,0,1,8,24,28,0,3,0,3,0,1,0,0,0,78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
September 22 - September 30,13,1,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,3,13,3,24,0,0,5,0,15,0,0,0,3,48,20,0,3,0,1,0,0,0,0,0,41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 22 - September 30,13,2,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,0,13,0,8,0,0,1,0,22,0,0,0,1,12,10,0,1,0,1,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 22 - September 30,13,3,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,0,25,1,4,0,0,3,0,10,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 22 - September 30,13,4,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,7,26,1,6,0,0,3,0,44,0,0,0,0,14,17,0,2,0,2,0,1,1,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
September 30 - October 10,14,1,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,1,14,1,17,0,0,1,0,6,0,0,0,0,10,19,0,3,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 30 - October 10,14,2,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,0,18,3,3,0,0,0,0,11,0,0,0,0,7,5,0,4,0,1,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 30 - October 10,14,3,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,2,13,2,12,0,0,1,0,30,0,0,0,1,9,7,0,0,0,2,0,0,0,0,0,41,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 30 - October 10,14,4,RockSprings_CBD,Post_flowering,CBD,Michael Evans,0,1,9,0,8,0,0,1,0,21,0,0,0,0,4,14,0,0,0,7,0,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 8 - July 14,1,1,RockSprings_fiber,Vegetative,Fiber,Jonah Naugle,0,271,6,24,3,0,19,0,14,122,3,0,0,3,15,126,0,1,0,10,1,4,0,3,0,212,6,1,2,0,1,1,7,0,3,0,0,0,0,0,0,0,0,0,0
July 8 - July 14,1,2,RockSprings_fiber,Vegetative,Fiber,Michael Evans,12,266,7,14,5,0,3,1,8,91,1,0,0,7,18,164,0,0,0,8,0,3,3,2,0,214,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
July 8 - July 14,1,3,RockSprings_fiber,Vegetative,Fiber,Michael Evans,24,572,10,44,20,0,9,3,5,209,3,0,0,3,33,203,0,0,0,10,0,1,0,1,0,152,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
July 15 - July 22,2,1,RockSprings_fiber,Vegetative,Fiber,Michael Evans,16,397,5,19,8,0,8,3,8,423,0,7,0,6,22,55,0,2,0,10,1,2,0,1,0,203,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0
July 15 - July 22,2,2,RockSprings_fiber,Vegetative,Fiber,Michael Evans,16,369,13,13,7,0,3,5,10,456,0,1,0,10,35,84,0,6,0,10,1,1,2,1,0,219,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July  28,3,1,RockSprings_fiber,Vegetative,Fiber,Michael Evans,48,131,4,3,6,0,2,14,0,172,0,1,0,5,37,9,0,0,0,7,0,3,8,1,0,338,0,0,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0
July 22 - July 28,3,2,RockSprings_fiber,Vegetative,Fiber,Michael Evans,65,440,1,0,5,0,4,32,2,365,0,9,0,20,42,22,0,7,0,28,1,1,10,0,0,292,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,3,3,RockSprings_fiber,Vegetative,Fiber,Michael Evans,52,106,2,0,16,0,5,36,10,317,0,1,0,11,14,23,0,6,0,4,0,1,3,2,0,145,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,4,1,RockSprings_fiber,Vegetative,Fiber,Michael Evans,18,113,3,2,15,0,1,22,0,163,0,0,0,14,26,3,0,1,0,7,1,0,17,0,0,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,4,2,RockSprings_fiber,Vegetative,Fiber,Michael Evans,31,116,4,4,19,0,0,52,6,302,0,1,0,7,31,20,0,7,0,5,0,1,4,1,0,195,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,4,3,RockSprings_fiber,Vegetative,Fiber,Michael Evans,68,239,0,1,10,0,6,22,1,237,1,1,0,14,37,2,0,4,0,14,0,3,31,2,0,356,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,5,1,RockSprings_fiber,Flowering,Fiber,Jonah Naugle,30,135,0,2,48,0,6,24,3,323,0,0,13,17,43,15,0,3,1,22,0,3,61,2,0,344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,5,2,RockSprings_fiber,Flowering,Fiber,Michael Evans,9,78,0,8,20,0,1,30,0,156,0,4,3,18,27,0,0,0,0,5,1,3,31,0,0,214,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12 ,5,3,RockSprings_fiber,Flowering,Fiber,Michael Evans,6,79,0,0,33,0,1,35,0,464,0,1,0,10,52,33,0,0,0,3,0,0,12,0,0,120,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August 12 - August 18,6,1,RockSprings_fiber,Flowering,Fiber,Michael Evans,4,108,1,2,28,0,0,166,2,99,0,2,0,10,37,10,0,3,0,16,0,0,2,0,0,100,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
August 12 - August 18,6,2,RockSprings_fiber,Flowering,Fiber,Michael Evans,4,306,1,1,28,0,1,67,0,104,0,1,0,23,63,13,0,11,0,9,0,0,3,1,0,69,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
August 12 - August 18 ,6,3,RockSprings_fiber,Flowering,Fiber,Michael Evans,8,59,4,5,8,0,1,36,0,106,1,1,5,8,22,0,0,1,0,13,0,0,5,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,7,1,RockSprings_fiber,Flowering,Fiber,Michael Evans,2,206,4,7,77,0,7,288,0,46,1,2,1,15,20,11,0,8,0,5,1,0,11,1,0,126,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,7,2,RockSprings_fiber,Flowering,Fiber,Jonah Naugle,2,189,6,20,48,0,1,79,0,108,0,0,3,2,16,66,0,10,0,33,0,2,6,1,0,233,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
August 18 - August 25,7,3,RockSprings_fiber,Flowering,Fiber,Michael Evans,4,63,6,5,57,0,1,177,1,79,0,1,17,7,39,10,0,3,0,16,0,6,5,0,0,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 25 - September 2,8,1,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,0,12,4,18,47,0,0,115,0,193,0,6,17,40,134,4,0,5,0,21,0,0,4,1,0,158,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 25 - September 3,8,2,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,2,49,7,19,30,0,0,42,0,85,0,1,1,11,26,57,0,6,0,31,0,0,10,2,0,201,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
August 25 - September 2,8,3,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,0,28,9,23,34,0,0,54,0,41,0,1,1,8,41,4,0,3,0,13,0,2,2,1,0,163,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
September 2 - September 9,9,1,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,0,10,6,5,67,0,2,55,1,66,0,1,4,2,148,11,0,2,0,16,0,1,1,1,0,75,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September 2 - September 9,9,2,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,0,18,3,10,53,0,8,54,1,57,0,3,7,9,86,12,0,4,0,7,1,0,2,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
September 2 - September 9 ,9,3,RockSprings_fiber,Post_flowering,Fiber,Michael Evans,1,7,0,14,30,0,3,22,1,45,0,2,1,4,131,5,0,1,0,6,1,0,2,1,0,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June 16 - June 23,1,1,LazyMoon_CBD,Vegetative,CBD,Michael Evans,2,38,6,30,98,0,0,5,13,190,0,0,1,1,5,55,0,1,0,9,0,3,3,3,0,53,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0
June 16 - June 23,1,2,LazyMoon_CBD,Vegetative,CBD,Michael Evans,0,10,9,7,157,0,0,4,7,122,0,0,1,2,3,88,0,0,0,14,1,1,1,1,0,33,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0
June 16 - June 23,1,3,LazyMoon_CBD,Vegetative,CBD,Jonah Naugle,0,136,11,27,126,0,2,0,25,332,0,0,5,0,0,84,0,0,0,12,1,4,6,11,0,121,0,0,0,0,3,166,0,0,0,0,0,0,0,0,0,0,3,0,0
June 23 - June 30,2,1,LazyMoon_CBD,Vegetative,CBD,Michael Evans,21,355,4,60,27,0,5,5,61,916,0,0,8,4,36,125,0,0,0,36,1,8,14,0,0,154,0,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,2,1,0
June 23 - June 30,2,2,LazyMoon_CBD,Vegetative,CBD,Michael Evans,15,199,28,19,32,0,2,17,25,600,0,0,9,13,20,394,0,0,0,25,0,6,7,3,0,89,0,0,2,0,2,26,0,0,2,0,0,0,0,0,0,0,2,0,0
June 23 - June 30,2,3,LazyMoon_CBD,Vegetative,CBD,Jonah Naugle,0,90,32,111,14,0,2,1,13,201,0,0,2,4,1,223,0,0,0,24,1,1,1,0,0,34,0,2,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0
June 30 - July 8,3,1,LazyMoon_CBD,Vegetative,CBD,Michael Evans,1,92,23,70,39,0,10,22,10,674,0,1,10,6,16,141,0,1,0,22,1,8,3,0,0,95,0,0,1,0,4,2,0,0,1,0,0,0,0,0,0,0,3,0,0
June 30 - July 8,3,2,LazyMoon_CBD,Vegetative,CBD,Michael Evans,0,104,40,148,31,0,4,12,20,600,0,0,3,3,7,180,0,3,0,17,0,3,0,1,0,72,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
June 30 - July 8 ,3,3,LazyMoon_CBD,Vegetative,CBD,Michael Evans,1,324,13,96,36,0,0,24,16,488,3,0,13,13,24,17,0,1,0,18,0,22,8,1,0,176,0,0,3,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
July 8 - July 15,4,1,LazyMoon_CBD,Vegetative,CBD,Michael Evans,0,33,10,93,62,0,0,19,6,203,0,0,1,2,10,657,0,1,0,60,0,4,0,4,0,46,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
July 8 - July 15,4,2,LazyMoon_CBD,Vegetative,CBD,Michael Evans,0,37,7,44,18,0,0,3,6,422,0,0,3,8,17,544,0,0,0,22,0,2,1,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 8 - July 15,4,3,LazyMoon_CBD,Vegetative,CBD,Michael Evans,2,216,5,62,4,0,0,36,3,405,1,0,2,4,87,42,0,1,0,33,0,6,15,3,0,151,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
July 15 - July 22,5,1,LazyMoon_CBD,Flowering,CBD,Michael Evans,3,118,7,51,63,0,0,20,7,666,0,0,17,15,28,132,0,2,0,29,0,3,2,3,0,90,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
July 15 - July 22,5,2,LazyMoon_CBD,Flowering,CBD,Michael Evans,2,45,0,36,16,0,0,4,4,311,0,1,9,2,1,38,0,1,0,16,2,4,4,0,0,57,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Juy 15 - July 22,5,3,LazyMoon_CBD,Flowering,CBD,Michael Evans,0,47,12,76,33,0,0,23,1,353,0,0,6,4,37,27,0,0,0,14,0,7,6,2,0,57,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,6,1,LazyMoon_CBD,Flowering,CBD,Michael Evans,0,80,3,81,45,0,0,18,3,221,0,0,0,1,20,19,0,0,0,30,0,3,5,3,0,93,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July 29,6,2,LazyMoon_CBD,Flowering,CBD,Michael Evans,1,110,1,25,1,0,0,2,0,97,0,0,1,0,30,16,0,0,0,5,0,1,1,1,0,58,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
July 22 - July 29 ,6,3,LazyMoon_CBD,Flowering,CBD,Michael Evans,0,51,20,70,104,0,0,2,0,348,0,0,0,6,19,53,0,0,0,30,0,2,2,1,0,77,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,7,1,LazyMoon_CBD,Flowering,CBD,Michael Evans,2,57,4,25,7,0,0,10,0,147,0,0,0,0,8,35,0,0,0,21,0,1,5,2,0,103,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July 29 - August 3,7,2,LazyMoon_CBD,Flowering,CBD,Michael Evans,2,56,0,14,4,0,0,9,1,109,0,0,0,1,13,7,0,0,0,16,0,0,4,1,0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juy 29 - August 3,7,3,LazyMoon_CBD,Flowering,CBD,Michael Evans,2,70,2,38,12,0,0,16,0,170,0,0,1,2,23,32,0,1,0,13,0,4,6,0,0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,8,1,LazyMoon_CBD,Flowering,CBD,Michael Evans,1,55,18,96,114,0,0,43,1,103,0,0,1,1,16,23,0,0,0,36,0,1,3,3,0,172,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,8,2,LazyMoon_CBD,Flowering,CBD,Michael Evans,1,32,3,81,12,0,0,27,2,94,0,0,0,0,33,15,0,3,0,43,0,2,4,2,0,116,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
August 5 - August 12,8,3,LazyMoon_CBD,Flowering,CBD,Michael Evans,1,22,3,24,25,0,0,22,0,95,0,0,1,1,17,23,0,0,0,31,0,5,10,1,0,108,2,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0
August 10 - August 19,9,1,LazyMoon_CBD,Flowering,CBD,Michael Evans,0,22,0,17,1,0,0,33,1,88,0,0,0,0,7,0,0,0,0,20,0,0,0,2,0,99,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
August 10 - August 19,9,2,LazyMoon_CBD,Flowering,CBD,Michael Evans,1,19,2,49,8,0,0,9,0,212,0,0,0,1,16,12,0,1,0,20,0,0,1,3,0,180,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
August 10 - August 19,9,3,LazyMoon_CBD,Flowering,CBD,Michael Evans,0,18,0,45,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,8,0,0,2,1,0,73,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
